Type	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48
CARBOXYLATES-DEG	0.027142857142857142	0.06421072365954257	0.24574468085106385	0.03752577319587629	0.018571428571428572	0.117734693877551	0.02	0.11434285714285715	0.06341698841698841	0.018571428571428572	0.11434285714285715	0.0	0.0	0.06341698841698841	0.21857142857142858	0.04285714285714286	0.03004041935076418	0.03004041935076418	0.055714285714285716	0.17201680672268907	0.0	0.04387755102040817	0.07142857142857142	0.15555555555555553	0.0738095238095238	0.0	0.13374285714285714	0.0	0.04387755102040817	0.03004041935076418	0.19211502782931353	0.04387755102040817	0.3	0.0642857142857143	0.05714285714285715	0.09285714285714286	0.02	0.117734693877551	0.045714285714285714	0.117734693877551	0.28604269293924467	0.03571428571428571	0.11434285714285715	0.018571428571428572	0.028571428571428574	0.117734693877551	0.040634920634920635	0.03571428571428571
CARN-DEG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP-Sugar-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP-diacylglycerol-Biosynthesis	0.3069230769230769	0.10183727034120736	0.33	0.13	0.13	0.18000000000000002	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09000000000000001	0.23	0.0	0.15	0.16666666666666666	0.22222222222222224	0.20000000000000004	0.0	0.31	0.0	0.15	0.17	0.15	0.15	0.20000000000000004	0.15	0.13333333333333333	0.15	0.14	0.18000000000000002	0.16	0.18000000000000002	0.17333333333333334	0.25	0.29	0.13	0.20000000000000004	0.18000000000000002	0.08	0.25
CHLORINATED-COMPOUNDS-DEG	0.095	0.0	0.165	0.0	0.0	0.15042857142857144	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1636363636363636	0.0	0.0	0.225	0.0	0.0	0.0	0.15042857142857144	0.0	0.15042857142857144	0.0	0.0	0.0	0.0	0.0	0.15042857142857144	0.0	0.0
CMP-Sugar-Biosynthesis	0.19	0.0	0.33	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.5	0.0	0.2	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0
CO2-Fixation	0.095	0.0	0.165	0.065	0.065	0.09057142857142857	0.07	0.145	0.075	0.065	0.145	0.0	0.0	0.075	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.075	0.25	0.1	0.1	0.0	0.155	0.0	0.075	0.0	0.075	0.075	0.1	0.225	0.2	0.075	0.07	0.09057142857142857	0.08	0.09057142857142857	0.26	0.125	0.145	0.065	0.0	0.09057142857142857	0.0	0.125
COUMARIN-SYN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYSTEINE-SYN	0.19000000000000003	0.10476815398075241	0.3393617021276596	0.13446735395189002	0.13304093567251463	0.2475238095238095	0.15400000000000003	0.19333333333333333	0.16554054054054054	0.13304093567251463	0.19333333333333333	0.0	0.0	0.16554054054054054	0.33	0.18000000000000002	0.1154877689360448	0.1154877689360448	0.09000000000000001	0.23	0.0	0.15238095238095237	0.5	0.21481481481481482	0.2425925925925926	0.0	0.3224	0.0	0.15238095238095237	0.1154877689360448	0.19285714285714287	0.15238095238095237	0.2333333333333333	0.4666666666666666	0.4000000000000001	0.15	0.14	0.2475238095238095	0.1742222222222222	0.2475238095238095	0.5299616858237548	0.25	0.19333333333333333	0.13304093567251463	0.20000000000000004	0.2475238095238095	0.056296296296296296	0.25
Carbohydrates-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiolipin-Biosynthesis	0.0	0.0	0.33	0.1306701030927835	0.13	0.18	0.14	0.32480000000000003	0.15	0.13	0.32480000000000003	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.1551948051948052	0.15	0.2	0.0	0.0	0.15	0.14	0.18	0.16	0.18	0.0	0.0	0.32480000000000003	0.13	0.0	0.18	0.0	0.0
Catechol-Degradation	0.0	0.057086614173228356	0.11	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.17037037037037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.0	0.0	0.06	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
Cell-Wall-Biosynthesis	0.23384615384615387	0.15183727034120736	0.42829787234042555	0.13	0.13	0.2967142857142857	0.14	0.377	0.15	0.13	0.377	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.4194117647058824	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.17857142857142858	0.15	0.4	0.5	0.4	0.5499999999999999	0.14	0.2967142857142857	0.16	0.2967142857142857	0.5319540229885058	0.0	0.377	0.13	0.0	0.2967142857142857	0.08444444444444445	0.0
Chitin-Degradation	0.0	0.0	0.0	0.11257731958762887	0.06728070175438597	0.0	0.084	0.0	0.2533783783783784	0.06728070175438597	0.0	0.0	0.0	0.2533783783783784	0.135	0.075	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06728070175438597	0.0	0.0	0.0	0.0
Chloroaromatic-Compounds-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorobenzene-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorobenzoate-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorocatechol-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlorophyllide-a-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cholesterol-Degradation	0.19	0.1	0.4212765957446809	0.257319587628866	0.257719298245614	0.33085714285714285	0.28	0.2958	0.2939189189189189	0.257719298245614	0.2958	0.0	0.0	0.2939189189189189	0.27	0.3	0.17	0.17	0.09	0.23	0.0	0.28928571428571426	0.5	0.2	0.3277777777777778	0.0	0.3286	0.0	0.28928571428571426	0.17	0.15	0.28928571428571426	0.2	0.45	0.4	0.15	0.2774114021571649	0.33085714285714285	0.23466666666666666	0.33085714285714285	0.0	0.0	0.2958	0.257719298245614	0.0	0.33085714285714285	0.08	0.0
Choline-Degradation	0.0	0.0	0.0	0.13	0.0	0.31999999999999995	0.14	0.29	0.17229729729729729	0.0	0.29	0.0	0.0	0.17229729729729729	0.36	0.0	0.17090185676392575	0.17090185676392575	0.0	0.31117647058823533	0.0	0.15714285714285714	0.0	0.2	0.2	0.0	0.31	0.0	0.15714285714285714	0.17090185676392575	0.15844155844155844	0.15714285714285714	0.2	0.0	0.0	0.3	0.0	0.31999999999999995	0.16	0.31999999999999995	0.0	0.0	0.29	0.0	0.0	0.31999999999999995	0.0	0.0
Chorismate-Biosynthesis	0.19	0.1	0.0	0.1306701030927835	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.17	0.0	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25
CoA-Biosynthesis	0.19	0.1	0.0	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.23	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.17	0.0	0.15	0.2	0.45	0.0	0.15	0.14	0.18	0.16	0.18	0.0	0.25	0.29	0.13	0.2	0.18	0.08	0.25
Cobamide-De-Novo-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cobyrinate-diamide-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coenzyme-M-Biosynthesis	0.1826923076923077	0.05426509186351706	0.18255319148936172	0.06835051546391753	0.06614035087719299	0.0	0.12600000000000003	0.0	0.07702702702702702	0.06614035087719299	0.0	0.0	0.0	0.07702702702702702	0.36	0.075	0.0	0.0	0.045	0.22323529411764706	0.0	0.20714285714285713	0.5	0.23333333333333336	0.1	0.0	0.3255	0.0	0.20714285714285713	0.0	0.07694805194805195	0.20714285714285713	0.2	0.45	0.4	0.0	0.07	0.0	0.16	0.0	0.26298850574712646	0.0	0.0	0.06614035087719299	0.0	0.0	0.04	0.0
Cofactor-Biosynthesis	0.10778846153846153	0.08018372703412074	0.2790957446808511	0.1458311855670103	0.10234649122807017	0.189125	0.17675000000000002	0.145	0.1570945945945946	0.10234649122807017	0.145	0.0	0.0	0.1570945945945946	0.15750000000000003	0.19874999999999998	0.10811007957559682	0.10811007957559682	0.075	0.11669117647058823	0.0	0.12142857142857143	0.125	0.20277777777777778	0.14722222222222223	0.0	0.230175	0.0	0.12142857142857143	0.10811007957559682	0.14683441558441557	0.12142857142857143	0.15	0.2625	0.1	0.09375	0.12210901386748847	0.189125	0.14133333333333334	0.189125	0.26298850574712646	0.03125	0.145	0.10234649122807017	0.07500000000000001	0.189125	0.051111111111111114	0.03125
Cyclitols-Biosynthesis	0.0	0.11719160104986877	0.3580851063829787	0.15010309278350514	0.13	0.251	0.28	0.29	0.2756756756756757	0.13	0.29	0.0	0.0	0.2756756756756757	1.35	0.3	0.21449160035366935	0.21449160035366935	0.1	0.7441176470588236	0.0	0.48214285714285715	0.0	0.6000000000000001	0.2	0.0	0.5084	0.0	0.48214285714285715	0.21449160035366935	0.15	0.48214285714285715	0.2	0.0	0.0	0.3	0.14	0.251	0.2773333333333334	0.251	0.6275862068965518	0.25	0.29	0.13	0.2	0.251	0.18222222222222223	0.25
D-Galacturonate-Degradation	0.095	0.0	0.0	0.065	0.07412280701754387	0.0	0.07	0.0	0.07702702702702702	0.07412280701754387	0.0	0.0	0.0	0.07702702702702702	0.405	0.075	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.13333333333333333	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.0	0.225	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.07412280701754387	0.0	0.0	0.0	0.0
D-Glucarate-Degradation	0.0	0.0	0.33	0.13	0.16649122807017544	0.18	0.21000000000000002	0.0	0.15	0.16649122807017544	0.0	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.581764705882353	0.0	0.15	0.0	0.2888888888888889	0.0	0.0	0.31	0.0	0.15	0.0	0.15	0.15	0.2	0.0	0.0	0.0	0.2696456086286595	0.18	0.16	0.18	0.0	0.0	0.0	0.16649122807017544	0.0	0.18	0.0	0.0
D-Glucuronate-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHNA-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMB-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dimethylsulfide-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dinitrotoluene-Degradation	0.0	0.1652230971128609	0.8355319148936171	0.13	0.0	0.4927142857142857	0.0	0.29	0.25135135135135134	0.0	0.29	0.0	0.0	0.25135135135135134	0.27	0.0	0.0	0.0	0.16999999999999998	0.23	0.0	0.15714285714285714	0.0	0.2	0.31666666666666665	0.0	0.5207999999999999	0.0	0.15714285714285714	0.0	0.3220779220779221	0.15714285714285714	0.9	0.0	0.0	0.5	0.0	0.4927142857142857	0.16	0.4927142857142857	0.8248275862068966	0.0	0.29	0.0	0.0	0.4927142857142857	0.09333333333333334	0.0
Electron-Transfer	0.4348076923076924	0.16013779527559055	0.3727127659574468	0.2894845360824742	0.273874269005848	0.3558571428571428	0.2333333333333334	0.29	0.3113175675675675	0.273874269005848	0.29	0.0	0.0	0.3113175675675675	0.69	0.33749999999999997	0.1579877689360448	0.1579877689360448	0.19166666666666665	0.3551470588235294	0.0	0.22380952380952382	0.4583333333333333	0.5351851851851853	0.1722222222222222	0.0	0.33015	0.0	0.22380952380952382	0.1579877689360448	0.14826839826839824	0.22380952380952382	0.3166666666666667	0.7875	0.26666666666666666	0.16666666666666666	0.3139214175654854	0.3558571428571428	0.2906666666666667	0.3558571428571428	0.6988122605363984	0.041666666666666664	0.29	0.273874269005848	0.03333333333333333	0.3558571428571428	0.17555555555555558	0.041666666666666664
Energy-Metabolism	0.02923076923076923	0.03254593175853019	0.10732522796352585	0.07313696612665686	0.05604010025062657	0.059489795918367346	0.08	0.08285714285714285	0.0831081081081081	0.05604010025062657	0.08285714285714285	0.0	0.0	0.0831081081081081	0.23142857142857146	0.08571428571428572	0.03631047113805735	0.03631047113805735	0.032857142857142856	0.11210084033613445	0.0	0.10612244897959185	0.07142857142857142	0.05714285714285715	0.05714285714285715	0.0	0.07617142857142857	0.0	0.10612244897959185	0.03631047113805735	0.04285714285714286	0.10612244897959185	0.12857142857142856	0.0	0.0	0.02142857142857143	0.08	0.059489795918367346	0.10057142857142858	0.059489795918367346	0.16991789819376027	0.03571428571428571	0.08285714285714285	0.05604010025062657	0.028571428571428574	0.059489795918367346	0.042539682539682544	0.03571428571428571
Entner-Duodoroff-Pathways	0.0	0.0	0.165	0.065	0.065	0.09	0.07	0.145	0.075	0.065	0.145	0.0	0.0	0.075	0.18	0.075	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.1	0.1	0.0	0.155	0.0	0.0	0.0	0.075	0.0	0.1	0.0	0.0	0.075	0.07	0.09	0.0	0.09	0.0	0.0	0.145	0.065	0.0	0.09	0.0	0.0
Ergothioneine-Biosynthesis	0.0	0.0	0.0	0.13	0.13	0.0	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0
Ethanol-Degradation	0.095	0.1898293963254593	0.3615957446808511	0.13	0.1174561403508772	0.23435714285714285	0.07	0.1537	0.0972972972972973	0.1174561403508772	0.1537	0.0	0.0	0.0972972972972973	0.27	0.15	0.16225906277630417	0.16225906277630417	0.15999999999999998	0.1826470588235294	0.0	0.15	0.0	0.1	0.1	0.0	0.16740000000000002	0.0	0.15	0.16225906277630417	0.0	0.15	0.25	0.0	0.0	0.15	0.07005392912172574	0.23435714285714285	0.08	0.23435714285714285	0.0	0.125	0.1537	0.1174561403508772	0.0	0.23435714285714285	0.08444444444444445	0.125
Fatty-Acid-Degradation	0.0	0.0	0.0	0.13	0.13	0.18	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.2	0.0	0.3348	0.0	0.15	0.0	0.0	0.15	0.2	0.225	0.0	0.15	0.14	0.18	0.16	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0
Fatty-Acid-and-Lipid-Degradation	0.0	0.08622047244094488	0.0	0.0	0.0775438596491228	0.10757142857142857	0.0	0.0	0.0	0.0775438596491228	0.0	0.0	0.0	0.0	0.0	0.0	0.14444739168877102	0.14444739168877102	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1643	0.0	0.0	0.14444739168877102	0.08733766233766234	0.0	0.2	0.0	0.0	0.0	0.0	0.10757142857142857	0.0	0.10757142857142857	0.0	0.0	0.0	0.0775438596491228	0.0	0.10757142857142857	0.04	0.0
Fatty-acid-biosynthesis	0.12910256410256413	0.02031933508311461	0.11	0.10453608247422681	0.08476608187134503	0.2110238095238095	0.14700000000000002	0.18946666666666664	0.09898648648648649	0.08476608187134503	0.18946666666666664	0.0	0.0	0.09898648648648649	0.18000000000000002	0.12	0.0	0.0	0.021666666666666667	0.07666666666666667	0.0	0.11190476190476191	0.0	0.10740740740740741	0.06666666666666667	0.0	0.1922	0.0	0.11190476190476191	0.0	0.09567099567099567	0.11190476190476191	0.10000000000000002	0.08333333333333333	0.0	0.09999999999999999	0.07	0.2110238095238095	0.11555555555555556	0.2110238095238095	0.0	0.041666666666666664	0.18946666666666664	0.08476608187134503	0.03333333333333333	0.2110238095238095	0.03185185185185185	0.041666666666666664
Fermentation-to-propanoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavin-Biosynthesis	0.19	0.1	0.33	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25
Folate-Biosynthesis	0.076	0.06000000000000001	0.132	0.1041340206185567	0.10400000000000001	0.1594	0.11200000000000002	0.174	0.12	0.10400000000000001	0.174	0.0	0.0	0.12	0.27	0.12	0.10200000000000001	0.10200000000000001	0.05600000000000001	0.184	0.0	0.12142857142857141	0.2	0.08	0.16	0.0	0.2604	0.0	0.12142857142857141	0.10200000000000001	0.060519480519480515	0.12142857142857141	0.18000000000000002	0.36	0.08	0.12	0.11200000000000002	0.1594	0.096	0.1594	0.20800000000000002	0.1	0.174	0.10400000000000001	0.12000000000000002	0.1594	0.048	0.1
Folate-Transformations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formaldehyde-Assimilation	0.095	0.0515748031496063	0.0	0.06734536082474228	0.07298245614035087	0.0	0.07	0.0	0.08108108108108109	0.07298245614035087	0.0	0.0	0.0	0.08108108108108109	0.0	0.075	0.0	0.0	0.045	0.0	0.0	0.07857142857142857	0.0	0.1	0.0	0.0	0.0	0.0	0.07857142857142857	0.0	0.0	0.07857142857142857	0.2	0.225	0.0	0.0	0.07080893682588599	0.0	0.08533333333333333	0.0	0.0	0.0	0.0	0.07298245614035087	0.0	0.0	0.044444444444444446	0.0
Formaldehyde-Oxidation	0.12666666666666668	0.03333333333333333	0.22	0.14719931271477663	0.13760233918128656	0.20719047619047617	0.14	0.20299999999999999	0.15067567567567566	0.13760233918128656	0.20299999999999999	0.0	0.0	0.15067567567567566	0.27	0.16	0.0	0.0	0.0	0.16686274509803922	0.0	0.1523809523809524	0.0	0.13333333333333333	0.13333333333333333	0.0	0.23973333333333335	0.0	0.1523809523809524	0.0	0.11688311688311688	0.1523809523809524	0.26666666666666666	0.3	0.0	0.11666666666666665	0.09333333333333334	0.20719047619047617	0.16	0.20719047619047617	0.17333333333333334	0.08333333333333333	0.20299999999999999	0.13760233918128656	0.06666666666666667	0.20719047619047617	0.02666666666666667	0.08333333333333333
GALACTOSE-DEGRADATION	0.095	0.05	0.0	0.065	0.065	0.0	0.07	0.0	0.075	0.065	0.0	0.0	0.0	0.075	0.135	0.075	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.1	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.07	0.0	0.08	0.0	0.0	0.125	0.0	0.065	0.0	0.0	0.0	0.125
GALLATE-DEG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDP-Sugar-Biosynthesis	0.038974358974358976	0.01743219597550306	0.0	0.021666666666666667	0.021666666666666667	0.030047619047619045	0.023333333333333334	0.0	0.024999999999999998	0.021666666666666667	0.0	0.0	0.0	0.024999999999999998	0.33	0.024999999999999998	0.0	0.0	0.0	0.0	0.0	0.024999999999999998	0.0	0.1814814814814815	0.0	0.0	0.0	0.0	0.024999999999999998	0.0	0.0	0.024999999999999998	0.0	0.075	0.0	0.0	0.14	0.030047619047619045	0.03022222222222222	0.030047619047619045	0.0	0.041666666666666664	0.0	0.021666666666666667	0.0	0.030047619047619045	0.013333333333333334	0.041666666666666664
GLUTAMATE-DEG	0.0	0.05426509186351706	0.0	0.06533505154639176	0.06614035087719299	0.0	0.07	0.0	0.07702702702702702	0.06614035087719299	0.0	0.0	0.0	0.07702702702702702	0.0	0.075	0.0	0.0	0.045	0.0	0.0	0.075	0.25	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.25	0.0	0.0	0.0	0.07	0.0	0.08	0.0	0.26298850574712646	0.0	0.0	0.06614035087719299	0.0	0.0	0.04	0.0
GLUTAMATE-SYN	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
